id,text,labels,comment,sentiment
1099,kikanyagio cha faili chatoa chaguo lote ambalo mtu ahitaji bila malipo ni kubwa,1,kikanyagio cha faili chatoa chaguo lote ambalo mtu ahitaji bila malipo ni kubwa,1
1100,simu ya mkononi kwenye mtandao mkubwa,1,simu ya mkononi kwenye mtandao mkubwa,1
1101,iliunganisha mke wangu bluetothmotorola h kwa simu yangu na ilikuwa kama hirizi kama simu ilikuwa mfukoni mwangu au kwenye kisanduku cha kesi,1,iliunganisha mke wangu bluetothmotorola h kwa simu yangu na ilikuwa kama hirizi kama simu ilikuwa mfukoni mwangu au kwenye kisanduku cha kesi,1
1102,naweka okski za karibuni zaidi juu yake vg na sasa hupenda kupunguza mwendo wa kutambaa na kufunga kila mara kwa muda,0,naweka okski za karibuni zaidi ju yake vg na sasa hupenda kupunguza mwendo wa kutamba na kufunga kila mara kwa muda,0
1103,anaitambua tu simu kuwa kifaa chake cha kuhifadhi,0,anaitambua tu simu kuwa kifa chake cha kuhifadhi,0
1104,ikiwa unapenda kelele kubwa ili kushinda mazungumzo yako yote basi simu hii ni yako,0,ikiwa unapenda kelele kubwa ili kushinda mazungumzo yako yote basi simu hi ni yako,0
1105,usinunue bidhaa hii,0,usinunue bidha hi,0
1106,kituo hicho kilikuwa na kichwa cha rangi ya bluu natoothi kwa muda fulani sasa na bado hakistareheshwi na jinsi kinavyotoshea sikioni,0,kituo hicho kilikuwa na kichwa cha rangi ya blu natothi kwa muda fulani sasa na bado hakistareheshwi na jinsi kinavyotoshea sikioni,0
1107,ubora wa sauti ni mzuri na hufanya kazi ni wenye kutisha,1,ubora wa sauti ni mzuri na hufanya kazi ni wenye kutisha,1
1108,nina simu hii na ni mwiba upande wangu na huuchukia sana,0,nina simu hi na ni mwiba upande wangu na huchukia sana,0
1109,hivi majuzi nilikuwa na matatizo mahali ambapo singeweza kukaa tukiunganishwa kwa zaidi ya dakika  kabla ya kutenganishwa,0,hivi majuzi nilikuwa na matatizo mahali ambapo singeweza kuka tukiunganishwa kwa zaidi ya dakika kabla ya kutenganishwa,0
1110,la kustaajabisha,1,la kustajabisha,1
1111,kasoro ya ubuni,0,kasoro ya ubuni,0
1112,simu ya juu,1,simu ya ju,1
1113,haki za paa ,0,haki za pa,0
1114,lakini ninapoangalia ujumbe wakati wa usiku taa ya ufunguo ya nyuma hugeuka sekunde chache kuingia katika ujumbe wa kwanza kisha ipoteze fahamu,0,lakini ninapoangalia ujumbe wakati wa usiku ta ya ufunguo ya nyuma hugeuka sekunde chache kuingia katika ujumbe wa kwanza kisha ipoteze fahamu,0
1115,mtu mwingine alikufa baada ya majuma machache,0,mtu mwingine alikufa bada ya majuma machache,0
1116,simu nzuri za mkononi za kununua,1,simu nzuri za mkononi za kununua,1
1117,hivi karibuni wamekuwa wazuri sana na wenye kusaidia kwenye simu,1,hivi karibuni wamekuwa wazuri sana na wenye kusaidia kwenye simu,1
1118,nimekuwa na matatizo ya akili kupoteza ishara za mwili na nyingine zaidi,0,nimekuwa na matatizo ya akili kupoteza ishara za mwili na nyingine zaidi,0
1119,haikuvutia,0,haikuvutia,0
1120,uzito mwepesi hauwezi kuonekana huko,1,uzito mwepesi hauwezi kuonekana huko,1
1121,mwanasesere anapenda jinsi alivyo mwembamba,1,mwanasesere anapenda jinsi alivyo mwembamba,1
1122,uamuzi mbaya,0,uamuzi mbaya,0
1123,ile kesi ya dethed haifai,0,ile kesi ya dethed haifai,0
1124,simu zisizofaa ni za viziwi tu,0,simu zisizofa ni za viziwi tu,0
1125,rangi hiyo ni maridadi kuliko nilivyofikiri na picha zake ni kali sana,1,rangi hiyo ni maridadi kuliko nilivyofikiri na picha zake ni kali sana,1
1126,zote nafikiri zilikuwa kitega  uchumi kizuri,1,zote nafikiri zilikuwa kitega uchumi kizuri,1
1127,huvuma kwa njia ya ajabu sana kabla hajamaliza mlio,0,huvuma kwa njia ya ajabu sana kabla hajamaliza mlio,0
1128,kifaa bora zaidi cha elektroni cha transm,1,kifa bora zaidi cha elektroni cha transm,1
1129,betri hudumu kwa muda wa saa chache tu,0,betri hudumu kwa muda wa sa chache tu,0
1130,mwenye kichwa kikubwa alivutiwa sana na h,1,mwenye kichwa kikubwa alivutiwa sana na h,1
1131,kamera kubwa mno  ya pixel ikiwa sehemu ya simu kwa kiasi cha kutosha ni pamoja na,1,kamera kubwa mno ya pixel ikiwa sehemu ya simu kwa kiasi cha kutosha ni pamoja na,1
1132,nilikuwa na kazi hiyo kwa karibu miaka  na imenisaidia sana,1,nilikuwa na kazi hiyo kwa karibu miaka na imenisaidia sana,1
1133,kaseti za kupitisha habari,1,kaseti za kupitisha habari,1
1134,hakika sisi ndio wenye kutuma,0,hakika sisi ndio wenye kutuma,0
1135,sikujishughulisha na kuwasiliana na kampuni hiyo kwa bei ya dola chache lakini mimi nilipata somo la kwamba mimi nisingalipaswa kununua fomu hii mtandaoni hata hivyo,0,sikujishughulisha na kuwasiliana na kampuni hiyo kwa bei ya dola chache lakini mimi nilipata somo la kwamba mimi nisingalipaswa kununua fomu hi mtandaoni hata hivyo,0
1136,ukichukia vibano vya masikio huepuka simu hii kwa vyovyote,0,ukichukia vibano vya masikio huepuka simu hi kwa vyovyote,0
1137,bei kubwa pia,1,bei kubwa pia,1
1138,safu ni nzuri sana kuweza kutembea  tembea nyumbani kwangu kwa simu katika sebule bila masuala ya ubora wa hali ya juu,1,safu ni nzuri sana kuweza kutembea tembea nyumbani kwangu kwa simu katika sebule bila masuala ya ubora wa hali ya ju,1
1139,utumishi wa haraka,1,utumishi wa haraka,1
1140,laiti ungependekeza sana jambo hili,1,laiti ungependekeza sana jambo hili,1
1141,ningependekeza jambo hili,1,ningependekeza jambo hili,1
1142,pia sikupenda kile kifungo kilichobaki kana kwamba kingepasuka kwa utumizi,0,pia sikupenda kile kifungo kilichobaki kana kwamba kingepasuka kwa utumizi,0
1143,simu mbaya zaidi kuwahi kupigwa,0,simu mbaya zaidi kuwahi kupigwa,0
1144,bado anapumbazwa na simu hii,1,bado anapumbazwa na simu hi,1
1145,mganda mara nyingi,0,mganda mara nyingi,0
1146,aina yake ya aibu kutumia kwa sababu ya sura yake na hasa aibu yake kwa jinsi kampuni hiyo ilivyo kama mtoto,0,aina yake ya aibu kutumia kwa sababu ya sura yake na hasa aibu yake kwa jinsi kampuni hiyo ilivyo kama mtoto,0
1147,nyepesi na nzito,1,nyepesi na nzito,1
1148,yote kwa ujumla yalitazamia uzoefu bora zaidi wa ununuzi kutoka kwa motaola,0,yote kwa ujumla yalitazamia uzoefu bora zaidi wa ununuzi kutoka kwa motaola,0
1149,sauti ya kupe yenye kuogofya katika mandhari  nyuma kwenye milio yangu yote ambayo sijawahi kuiona,0,sauti ya kupe yenye kuogofya katika mandhari nyuma kwenye milio yangu yote ambayo sijawahi kuiona,0
1150,hakika hii bila ya shaka ni haki ya kupambanua,1,hakika hi bila ya shaka ni haki ya kupambanua,1
1151,kwa kawaida sipendi kufunga kichwa lakini huu ni mwepesi sana hauharibu nywele zangu,1,kwa kawaida sipendi kufunga kichwa lakini hu ni mwepesi sana hauharibu nywele zangu,1
1152,anavunjika moyo kidogo,0,anavunjika moyo kidogo,0
1153,nimekuwa na simu hii kwa zaidi ya mwaka mmoja sasa na ninakuambia hiyo si kubwa hivyo,0,nimekuwa na simu hi kwa zaidi ya mwaka moja sasa na ninakuambia hiyo si kubwa hivyo,0
1154,niliagiza hii kwa ajili ya sory ericsson wi lakini nafikiri ilifanya kazi mara moja tu nilipoitumia mara ya kwanza,0,niliagiza hi kwa ajili ya sory ericson wi lakini nafikiri ilifanya kazi mara moja tu nilipoitumia mara ya kwanza,0
1155,betri haina thamani yoyote kwangu,0,betri haina thamani yoyote kwangu,0
1156,huu ndio ufikisho,0,hu ndio ufikisho,0
1157,usiupotezee huu,0,usiupoteze hu,0
1158,sauti kubwa na utumishi,1,sauti kubwa na utumishi,1
1159,sasa nimependezwa sana na bidhaa hiyo,1,sasa nimependezwa sana na bidha hiyo,1
1160,moja kati ya vitu ninavyopenda zaidi,1,moja kati ya vitu ninavyopenda zaidi,1
1161,kivutio kizuri zaidi cha buluu sokoni,1,kivutio kizuri zaidi cha bulu sokoni,1
1162,ngozi halisi yenye mngaro na faraja nzuri inakupendekeza kisa hiki,1,ngozi halisi yenye mngaro na faraja nzuri inakupendekeza kisa hiki,1
1163,nilisisimuka sana kupata kichwa hiki kwa sababu nilifikiri kilikuwa chenye kuvutia kweli kweli,1,nilisisimuka sana kupata kichwa hiki kwa sababu nilifikiri kilikuwa chenye kuvutia kweli kweli,1
1164,usifanye kosa kama langu,0,usifanye kosa kama langu,0
1165,kukatishwa tamaa sana kwa kutumia kalenda,0,kukatishwa tama sana kwa kutumia kalenda,0
1166,simu haikuweza kuzimwa na haikuwa mpya,0,simu haikuweza kuzimwa na haikuwa mpya,0
1167,huduma mbaya zaidi ya mteja wakati wowote,0,huduma mbaya zaidi ya mteja wakati wowote,0
1168,mabuku ya masikio hayakutoa tena maagizo yoyote,0,mabuku ya masikio hayakutoa tena magizo yoyote,0
1169,unababua ngozi iwe nyeusi,0,unababua ngozi iwe nyeusi,0
1170,thamani ya kila sarafu,1,thamani ya kila sarafu,1
1171,kisa bora kabisa cha simu ya mkononi,1,kisa bora kabisa cha simu ya mkononi,1
1172,vyeo vizuri vya sauti kwa bei na vinafanya kazi nyingi,1,vyeo vizuri vya sauti kwa bei na vinafanya kazi nyingi,1
1173,mtandao wa intaneti ni wa polepole sana,0,mtandao wa intaneti ni wa polepole sana,0
1174,inastarehesha sana kuvaa vizuri na labda ndiyo sehemu ya maana zaidi kuhusu kutumia kisa fulani,1,inastarehesha sana kuva vizuri na labda ndiyo sehemu ya mana zaidi kuhusu kutumia kisa fulani,1
1175,linapatana na glove na ni lenye nguvu na lenye kudumu,1,linapatana na glove na ni lenye nguvu na lenye kudumu,1
1176,ondoe simu yangu ya mkononi iliyo bora zaidi ambayo tumepata kuwa nayo,1,ondoe simu yangu ya mkononi iliyo bora zaidi ambayo tumepata kuwa nayo,1
1177,ni yenye kuvutia sana na huonekana kuwa bora,1,ni yenye kuvutia sana na huonekana kuwa bora,1
1178,ninawashukuru kwa mambo yote na umbo lake,1,ninawashukuru kwa mambo yote na umbo lake,1
1179,bidhaa hiyo ilikuwa na harufu kali ya mpira wa mpira wa rangi ambayo haikuvumilika baada ya muda fulani na ikanifanya niirudishe,0,bidha hiyo ilikuwa na harufu kali ya mpira wa mpira wa rangi ambayo haikuvumilika bada ya muda fulani na ikanifanya nirudishe,0
1180,sifa mbaya na utumishi,0,sifa mbaya na utumishi,0
1181,waya huonekana mwembamba sana na dhaifu sana hivi kwamba inatisha,0,waya huonekana mwembamba sana na dhaifu sana hivi kwamba inatisha,0
1182,sakafu kubwa ya sikio,1,sakafu kubwa ya sikio,1
1183,kifaa bora kabisa cha mkononi bila malipo,1,kifa bora kabisa cha mkononi bila malipo,1
1184,kwa kutumia stirio ya nyumbani kwako,1,kwa kutumia stirio ya nyumbani kwako,1
1185,bidhaa yenye thamani ya ajabu,1,bidha yenye thamani ya ajabu,1
1186,mwezi mmoja tu ulikuwa na kazi yake lakini bila dosari yoyote kufikia sasa,1,mwezi moja tu ulikuwa na kazi yake lakini bila dosari yoyote kufikia sasa,1
1187,ni kazi kubwa,1,ni kazi kubwa,1
1188,follow foot,0,folow fot,0
1189,kwamba ama yule aliyeshindwa kufanya kazi ama,0,kwamba ama yule aliyeshindwa kufanya kazi ama,0
1190,maisha ya betri ni mazuri sana,1,maisha ya betri ni mazuri sana,1
1191,nilirudi muda wa saa  baadaye,0,nilirudi muda wa sa badaye,0
1192,ambaye hutoa mali yake kwa ajili ya kujitakasa,1,ambaye hutoa mali yake kwa ajili ya kujitakasa,1
1193,usipoteze pesa zako,0,usipoteze pesa zako,0
1194,penda kichwa hiki,1,penda kichwa hiki,1
1195,si kwamba tu itaondoa hewa mwilini mwako bali pia huenda ikaihifadhi,0,si kwamba tu itaondoa hewa mwilini mwako bali pia huenda ikaihifadhi,0
1196,alifanya kazi kikamilifu,1,alifanya kazi kikamilifu,1
1197,kutotegemeka kwa kukata tamaa,0,kutotegemeka kwa kukata tama,0
1198,imetoa nyota  kwa sababu ya ubora wa sauti,1,imetoa nyota kwa sababu ya ubora wa sauti,1
1199,      ,0,,0
1200,plagi inayoweza kurekebishwa huwa na matokeo makubwa,1,plagi inayoweza kurekebishwa huwa na matokeo makubwa,1
1201,na nitumie kifaa hiki kidogo cha sikio kupoteza pesa zangu,0,na nitumie kifa hiki kidogo cha sikio kupoteza pesa zangu,0
1202,simu nzuri sana,1,simu nzuri sana,1
1203,jambo bora zaidi ni sehemu inayozunguka ambayo inasaidia sana,1,jambo bora zaidi ni sehemu inayozunguka ambayo inasaidia sana,1
1204,faraja kwa familia yetu yote,1,faraja kwa familia yetu yote,1
1205,bidhaa nzuri ya kuuzwa,1,bidha nzuri ya kuzwa,1
1206,ninaipenda rangi hii ya bluu,1,ninaipenda rangi hi ya blu,1
1207,ya kwanza kabisa haivai vizuri,0,ya kwanza kabisa haivai vizuri,0
1208,nimevutiwa sana na kichwa hiki kilichowekwa kutoka kwa wataalamu wa elimu ya mimea,1,nimevutiwa sana na kichwa hiki kilichowekwa kutoka kwa watalamu wa elimu ya mimea,1
1209,niliipata kwa sababu ilikuwa ndogo sana na yenye kupendeza,1,nilipata kwa sababu ilikuwa ndogo sana na yenye kupendeza,1
1210,simu ya juu,1,simu ya ju,1
1211,int alipendekeza kununua bidhaa hii,0,int alipendekeza kununua bidha hi,0
1212,sehemu ya takataka,0,sehemu ya takataka,0
1213,bafu la jicho lisilo na kasoro,0,bafu la jicho lisilo na kasoro,0
1214,kitu hiki ni kikubwa na kiachi kitumiwe kupita kiasi na kimekuwa kikitenda mema kila wakati bila matatizo yoyote,1,kitu hiki ni kikubwa na kiachi kitumiwe kupita kiasi na kimekuwa kikitenda mema kila wakati bila matatizo yoyote,1
1215,simu ya juu,1,simu ya ju,1
1216,usiinunue,0,usinunue,0
1217,paper size,1,paper size,1
1218,usinunue simu hii,0,usinunue simu hi,0
1219,na alama nyengine na kwa wenye kukataza mabaya,1,na alama nyengine na kwa wenye kukataza mabaya,1
1220,hii ni simu bora zaidi iliyowahi kupatikana,1,hi ni simu bora zaidi iliyowahi kupatikana,1
1221,hufanya kazi vizuri wakati paka wangu alipoishambulia simu aliyoikuna kwenye ukanda wa ulinzi badala ya kuharibu kiwambo,1,hufanya kazi vizuri wakati paka wangu alipoishambulia simu aliyoikuna kwenye ukanda wa ulinzi badala ya kuharibu kiwambo,1
1222,haya ni ya kazi nayo ya bei nafuu,1,haya ni ya kazi nayo ya bei nafu,1
1223,utumizi wa wateja ulikuwa mbaya sana,0,utumizi wa wateja ulikuwa mbaya sana,0
1224,maisha ya betri bado si marefu vya kutosha katika nyembe za marola vi,0,maisha ya betri bado si marefu vya kutosha katika nyembe za marola vi,0
1225,uirudishe,0,uirudishe,0
1226,sasa najua kwamba nilifanya uamuzi wenye hekima,1,sasa najua kwamba nilifanya uamuzi wenye hekima,1
1227,mtu fulani alivumbua hili mapema zaidi,1,mtu fulani alivumbua hili mapema zaidi,1
1228,bei nzuri,1,bei nzuri,1
1229,kila kitu kilichotumiwa katika jaribio la kwanza bila shaka kiliundwa kwa njia ya werevu na ujenzi uhisi vizuri,1,kila kitu kilichotumiwa katika jaribio la kwanza bila shaka kiliundwa kwa njia ya werevu na ujenzi uhisi vizuri,1
1230,kilipokewa kwa haraka na kwa matokeo mazuri,1,kilipokewa kwa haraka na kwa matokeo mazuri,1
1231,hakika yeye ni mwenye bahati kubwa,1,hakika yeye ni mwenye bahati kubwa,1
1232,watu wengi walipolalamika kwamba mimi alipata maikrofoni hii ya vichwa vikuu kuwa dhaifu sana,0,watu wengi walipolalamika kwamba mimi alipata maikrofoni hi ya vichwa viku kuwa dhaifu sana,0
1233,nokia  mwenye umri wa miaka mitano kutoka tracfene anashikilia shtaka hilo vizuri kuliko hili,0,nokia mwenye umri wa miaka mitano kutoka tracfene anashikilia shtaka hilo vizuri kuliko hili,0
1234,hawajali mnunuzi hata kidogo,0,hawajali mnunuzi hata kidogo,0
1235,hii ni betri nzuri na ilipata hapa kwa kasi sana,1,hi ni betri nzuri na ilipata hapa kwa kasi sana,1
1236,kitabu cha maagizo hakipo,0,kitabu cha magizo hakipo,0
1237,pia ni mwembamba vya kutosha kutoshea ndani ya kituo changu cha kuweka kengele bila kuondoa hiyo kesi,1,pia ni mwembamba vya kutosha kutoshea ndani ya kituo changu cha kuweka kengele bila kuondoa hiyo kesi,1
1238,sasa simu hubeba mashtaka kama ilivyofanya ilipokuwa mpya,1,sasa simu hubeba mashtaka kama ilivyofanya ilipokuwa mpya,1
1239,betri haitegemeki na vilevile huduma zinazotumika kwa kuchana,0,betri haitegemeki na vilevile huduma zinazotumika kwa kuchana,0
1240,hali yake isiyostarehesha na sauti ni mbaya sana ikilinganishwa na razr ya simu au na kichwa changu cha nyuma kilichounganishwa kwa waya ambacho kimeunganishwa na singaa,0,hali yake isiyostarehesha na sauti ni mbaya sana ikilinganishwa na razr ya simu au na kichwa changu cha nyuma kilichounganishwa kwa waya ambacho kimeunganishwa na singa,0
1241,tumesifu sana jambo hilo,1,tumesifu sana jambo hilo,1
1242,hii ni lazima iwe ni hii ikiwa serikali yako hairuhusu matumizi ya simu za mkononi unapoendesha gari,1,hi ni lazima iwe ni hi ikiwa serikali yako hairuhusu matumizi ya simu za mkononi unapoendesha gari,1
1243,nataka pesa zangu zirudi,0,nataka pesa zangu zirudi,0
1244,thamini kifaa hiki,1,thamini kifa hiki,1
1245,pia nina furaha sana kwa bei,1,pia nina furaha sana kwa bei,1
1246,niliagiza bidhaa hii kwanza na kukosa furaha nayo mara moja,0,niliagiza bidha hi kwanza na kukosa furaha nayo mara moja,0
1247,ngombe bado hawana masikio,0,ngombe bado hawana masikio,0
1248,niliweza kupiga mayowe ndani ya gari bila tatizo lolote,1,niliweza kupiga mayowe ndani ya gari bila tatizo lolote,1
1249,nina simu yangu ya mkononi yenye simu  ninapokuwa nyumbani lakini huwezi kusikia chochote,0,nina simu yangu ya mkononi yenye simu ninapokuwa nyumbani lakini huwezi kusikia chochote,0
1250,bei nafuu,1,bei nafu,1
1251,hata hivyo michezo hiyo si bora zaidi na michezo hiyo si bora zaidi,0,hata hivyo michezo hiyo si bora zaidi na michezo hiyo si bora zaidi,0
1252,plagi haikufanya kazi vizuri sana,0,plagi haikufanya kazi vizuri sana,0
1253,kiruu cha amazon,0,kiru cha amazon,0
1254,print operation status,0,print operation status,0
1255,inastarehesha sana,1,inastarehesha sana,1
1256,betri inafanya kazi vizuri na badala ya ile ya awali iliyokuja kwa simu zaidi ya miaka  iliyopita,1,betri inafanya kazi vizuri na badala ya ile ya awali iliyokuja kwa simu zaidi ya miaka iliyopita,1
1257,basi karamu yake ni bora,1,basi karamu yake ni bora,1
1258,unapatana vizuri katika sikio lolote lile sauti ni safi na yenye sauti ya juu na shtaka hilo hudumu kwa siku kadhaa,1,unapatana vizuri katika sikio lolote lile sauti ni safi na yenye sauti ya ju na shtaka hilo hudumu kwa siku kadha,1
1259,sauti iliyo wazi sana na si lazima iharibu sauti yako kwenye kifaa cha kupigia muziki baada ya kuwa na vibonyezo vya sauti kichwani,1,sauti iliyo wazi sana na si lazima iharibu sauti yako kwenye kifa cha kupigia muziki bada ya kuwa na vibonyezo vya sauti kichwani,1
1260, betri ya muda mrefu ambayo huhitaji kuiingiza tena mara nyingi kama baadhi ya simu za flip,0,betri ya muda mrefu ambayo huhitaji kuingiza tena mara nyingi kama badhi ya simu za flip,0
1261,kwa wazi kuna tatizo katika gundi,0,kwa wazi kuna tatizo katika gundi,0
1262,kutamauka sana,0,kutamauka sana,0
1263,ilikuwa kipande cha bei nafuu lakini bado ningetazamia ubora zaidi,0,ilikuwa kipande cha bei nafu lakini bado ningetazamia ubora zaidi,0
1264,ni kazi bure kabisa na haikuongeza kitia  moyo chochote kwenye mapokezi yangu baada ya mimi kuinunua,0,ni kazi bure kabisa na haikuongeza kitia moyo chochote kwenye mapokezi yangu bada ya mimi kuinunua,0
1265,ubora bora kabisa wa sauti,1,ubora bora kabisa wa sauti,1
1266,hakuwa na furaha,0,hakuwa na furaha,0
1267,kipande cha takataka kilichokatika baada ya kuwa kwenye simu kwa siku ,0,kipande cha takataka kilichokatika bada ya kuwa kwenye simu kwa siku,0
1268,betri mpya hufanya kazi nyingi katika simu,1,betri mpya hufanya kazi nyingi katika simu,1
1269,huduma za wateja zilizo mbaya zaidi,0,huduma za wateja zilizo mbaya zaidi,0
1270,kuangusha simu yangu mara nyingi zaidi ya vile ninavyoweza kusema hata kwenye saruji na simu yangu bado inagonga sana mbao,1,kuangusha simu yangu mara nyingi zaidi ya vile ninavyoweza kusema hata kwenye saruji na simu yangu bado inagonga sana mbao,1
1271,karamu ni mbaya sana na imejaa tuli,0,karamu ni mbaya sana na imeja tuli,0
1272,ubora wa sauti,1,ubora wa sauti,1
1273,kifaa hiki kidogo kimebadili uwezo wangu wa kitengenezo na kufanya maisha yangu yawe rahisi zaidi,1,kifa hiki kidogo kimebadili uwezo wangu wa kitengenezo na kufanya maisha yangu yawe rahisi zaidi,1
1274,mimi nilikuwa nimeketi ndani ya gari langu huku kitanda kikiwa juu ya mshipi wangu na kichwa kikipoteza ishara,0,mimi nilikuwa nimeketi ndani ya gari langu huku kitanda kikiwa ju ya mshipi wangu na kichwa kikipoteza ishara,0
1275,zilipigwa kwa ghafula kwenye simu,0,zilipigwa kwa ghafula kwenye simu,0
1276,hufanya kazi kama hirizi inayotangazwa,1,hufanya kazi kama hirizi inayotangazwa,1
1277,maisha mazuri ya betri,1,maisha mazuri ya betri,1
1278,habari zao katika los angerea ni mbaya sana,0,habari zao katika los angerea ni mbaya sana,0
1279,kibonyezo kizuri kisicho na waya,0,kibonyezo kizuri kisicho na waya,0
1280,chaguo la kikuza  sauti ni kubwa sana kwa taa hizo kuwa zenye kuvutia sana,0,chaguo la kikuza sauti ni kubwa sana kwa ta hizo kuwa zenye kuvutia sana,0
1281,jambo pekee ambalo nafikiri lingeweza kuboresha ni sauti inayotoka kwenye kichwa,0,jambo peke ambalo nafikiri lingeweza kuboresha ni sauti inayotoka kwenye kichwa,0
1282,kwanza kutoka kwenye vidimbwi vya kupangusia maji ni hajawahi kamwe kuwa na zaidi ya baa ,0,kwanza kutoka kwenye vidimbwi vya kupangusia maji ni hajawahi kamwe kuwa na zaidi ya ba,0
1283,simu huwa moto sana,0,simu huwa moto sana,0
1284,maikrofoni pia hufanya kazi vizuri lakini kwa mujibu wa watu nimeita inarembesha kila kitu,1,maikrofoni pia hufanya kazi vizuri lakini kwa mujibu wa watu nimeita inarembesha kila kitu,1
1285,ubuni na ubora mzuri,1,ubuni na ubora mzuri,1
1286,pia ikiwa simu yako inaangushwa kesi hii haitaihifadhi inapoangushwa chini,0,pia ikiwa simu yako inangushwa kesi hi haitaihifadhi inapoangushwa chini,0
1287,ni rahisi kutumia na kupokea na kupitisha kwa urahisi sana,1,ni rahisi kutumia na kupokea na kupitisha kwa urahisi sana,1
1288,njia isiyofaa ni kubwa mno,0,njia isiyofa ni kubwa mno,0
1289,haikuwa nzuri kama miaka yangu ya ,1,haikuwa nzuri kama miaka yangu ya,1
1290,kifaa chenye kutisha,1,kifa chenye kutisha,1
1291,kutumia pesa vibaya,0,kutumia pesa vibaya,0
1292,nilikuwa nimeagiza kebo ya data ya motaola imalizike sana na bidhaa ya kufanyia kazi,1,nilikuwa nimeagiza kebo ya data ya motaola imalizike sana na bidha ya kufanyia kazi,1
1293,penda simu hii,1,penda simu hi,1
1294,nilikuwa nikitafuta kifaa hiki kwa muda mrefu na sasa kwa kuwa kikuza  sauti hicho kingeweza kuwa chenye furaha zaidi,1,nilikuwa nikitafuta kifa hiki kwa muda mrefu na sasa kwa kuwa kikuza sauti hicho kingeweza kuwa chenye furaha zaidi,1
1295,nikiwa mgonjwa na kichwa changu kianzapo kulia bila sababu,0,nikiwa mgonjwa na kichwa changu kianzapo kulia bila sababu,0
1296,picha ni bora na kamera ni nzuri kama ile ya mwaka huo,1,picha ni bora na kamera ni nzuri kama ile ya mwaka huo,1
1297,maisha ya betri ni mazuri pia,1,maisha ya betri ni mazuri pia,1
1298,ile simu mbaya zaidi iliyowahi kupatikana ilikuwa na simu hiyo kwa miezi michache tu,0,ile simu mbaya zaidi iliyowahi kupatikana ilikuwa na simu hiyo kwa miezi michache tu,0
1299,si kitu kizuri kilichofanya kazi kwa muda fulani kisha kikaanza kuwa na matatizo katika mashine yangu ya kubadili mashine,0,si kitu kizuri kilichofanya kazi kwa muda fulani kisha kikanza kuwa na matatizo katika mashine yangu ya kubadili mashine,0
1300,haya ni maneno yanayokera sana na pia yanaumiza masikio yangu kama ninajaribu kusukuma sikio ndani ya sikio langu,0,haya ni maneno yanayokera sana na pia yanaumiza masikio yangu kama ninajaribu kusukuma sikio ndani ya sikio langu,0
1301,inalinda simu kila upande,1,inalinda simu kila upande,1
1302,hii ni simu ya wastani yenye mfumo dhaifu wa betri,0,hi ni simu ya wastani yenye mfumo dhaifu wa betri,0
1303,anga lisilo na mawingu huita urefu wa muda mrefu wa maisha ya betri,1,anga lisilo na mawingu huita urefu wa muda mrefu wa maisha ya betri,1
1304,teknolojia ya soyoy hunyonya,0,teknolojia ya soyoy hunyonya,0
1305,kifaa cha mkononi bila malipo,1,kifa cha mkononi bila malipo,1
1306,unaweza hata kupiga picha za nje zikiwa baridi sana,1,unaweza hata kupiga picha za nje zikiwa baridi sana,1
1307,tatizo sawa na lile ambalo wengine wametaja,0,tatizo sawa na lile ambalo wengine wametaja,0
1308,baada ya kujaribu vifaa vingi visivyotumia umeme hiki ndicho hatimaye hufanya kazi vizuri,1,bada ya kujaribu vifa vingi visivyotumia umeme hiki ndicho hatimaye hufanya kazi vizuri,1
1309,msaada wa kimzungu,1,msada wa kimzungu,1
1310,kipande kilicho kibaya zaidi kilichowahi kufanywa pamoja na huduma ya wateja ya verizon,0,kipande kilicho kibaya zaidi kilichowahi kufanywa pamoja na huduma ya wateja ya verizon,0
1311,sifa mbaya ya sauti,0,sifa mbaya ya sauti,0
1312,simu bora zaidi sokoni,1,simu bora zaidi sokoni,1
1313,ilikuwa na matokeo sana,1,ilikuwa na matokeo sana,1
1314,kampuni ilisafirisha bidhaa zangu upesi sana na kufanya kazi vizuri,1,kampuni ilisafirisha bidha zangu upesi sana na kufanya kazi vizuri,1
1315,hasa nilichotaka,1,hasa nilichotaka,1
1316,azimio la picha liko chini sana ya kile ambacho simu nyingine zenye kulinganishwa zinatoa leo,0,azimio la picha liko chini sana ya kile ambacho simu nyingine zenye kulinganishwa zinatoa leo,0
1317,hakika huku bila ya shaka ndiko kufuzu kukubwa,1,hakika huku bila ya shaka ndiko kufuzu kukubwa,1
1318,bidhaa bora kabisa ambayo nimeridhika sana na ununuzi,1,bidha bora kabisa ambayo nimeridhika sana na ununuzi,1
1319,nawapendekezea watu hawa na kuwatia moyo wajaribu,1,nawapendekezea watu hawa na kuwatia moyo wajaribu,1
1320,ni bora kuliko hayo mnayo yatarajia,1,ni bora kuliko hayo mnayo yatarajia,1
1321,kwa kutumia vifaa vyote vya masikio kushoto au kulia jambo hili halitabaki kwenye sikio langu,0,kwa kutumia vifa vyote vya masikio kushoto au kulia jambo hili halitabaki kwenye sikio langu,0
1322,bidhaa na bei kubwa,1,bidha na bei kubwa,1
1323,yasikika kuwa yenye bei ya kiasi na yenye matokeo kwa kadiri hiyo rahisi,1,yasikika kuwa yenye bei ya kiasi na yenye matokeo kwa kadiri hiyo rahisi,1
